1.1	59	0	0	5.0	940.0847457627119	49.83686440677966	0	1700372	0	0.34594184239585746	0.15302564977190322	0.4088453921782536	0.04871308104722994	0.9565259653932442	732913	0.6814089869637561	0.09173838238649708	58966	8000	116000
2.2	59	0	0	5.0	940.1864406779661	49.83686440677966	0	1708152	0	0.34450950095607624	0.1530690178877188	0.41762588336689566	0.039082822251751984	0.9542872244624426	745003	0.6960431389448262	0.07360230179237662	59084	15000	118000
3.3	59	0	0	6.0	1145.593220338983	61.41101694915254	0	1487101	0	0.32035268533969297	0.15380043258277043	0.38583521163392315	0.04240392861248322	0.9023922581688697	719978	0.6430586860565386	0.07985673938320757	58576	8000	111000
4.4	58	0	1	6.0	1134.1379310344828	60.446120689655174	0	1693534	0	0.3039959961088946	0.1542956767844807	0.41038474009953335	0.03361280681225416	0.9022892198051629	692685	0.6839745668325556	0.06330095444868956	59586	12000	99000
5.5	59	0	0	4.0	803.0169491525423	40.605932203389834	0	1708152	0	0.3279331859901521	0.1535709118686315	0.38550190499327475	0.029540727748908254	0.8965467306009667	741651	0.6425031749887913	0.055632255647661506	58610	6000	111000
6.6	59	0	0	3.0	640.1694915254237	32.01059322033898	0	1712593	0	0.3886178950834351	0.151733513732196	0.6580610978500682	0.17980045001598396	1.3782129566816832	713299	1.0967684964167803	0.33860725050091145	59237	10000	108000
7.7	59	0	0	2.0	512.2372881355932	24.002118644067796	0	1721491	0	0.37927935454837186	0.1520162639872854	0.7014672289746866	0.19044744122634288	1.4232102887366866	771443	1.1691120482911443	0.3586580814055422	59000	14000	116000
8.8	59	0	0	1.0	384.0	16.0	0	1725932	0	0.36892923276767453	0.1523296426745343	0.6687026698358299	0.08381719501409539	1.2737787402921341	706679	1.1145044497263832	0.15784782488530208	58474	6000	112000
10.10	59	0	0	1.0	388.8135593220339	16.0	0	1713694	0	0.3259451935127557	0.153631103863086	0.41184522165813453	0.031458932971514746	0.922880452005491	735578	0.6864087027635576	0.05924469486160971	59661	11000	112000
11.11	59	0	0	2.0	558.8983050847457	24.60593220338983	0	1732593	0	0.3060082797939223	0.1542347493062396	0.3792428145676863	0.028642457470386254	0.8681283011382345	694756	0.6320713576128105	0.05394059787266716	58966	10000	114000
12.12	59	0	0	2.0	560.6610169491526	24.60593220338983	0	1730372	0	0.30279879976016727	0.15433192522948383	0.37925991487484273	0.028212966907990238	0.864603606772484	726010	0.6320998581247379	0.0531317644218272	59101	13000	115000
13.13	59	0	0	10.0	1935.7288135593221	110.40677966101696	0	1692610	0	0.2925540935811809	0.1546421121665698	0.37742440555020945	0.027469662179114618	0.8520902734770748	691855	0.6290406759170157	0.05173194384014053	58254	7000	108000
14.14	59	0	0	9.0	1631.2033898305085	93.11652542372882	0	1707033	0	0.31043635393523056	0.1541006770614055	0.40154733072943805	0.04456412543716678	0.910648487163241	702823	0.66924555121573	0.08392490666133104	58932	6000	115000
15.15	59	0	0	8.0	1422.7288135593221	80.61440677966101	0	1705932	0	0.31446268318096265	0.15397876875924307	0.4235639620865824	0.05274319793627318	0.9447486119630614	697312	0.7059399368109707	0.09932805637716231	58661	8000	110000
16.16	58	0	1	7.0	1255.8793103448277	70.28232758620689	0	1696931	0	0.3224408567076144	0.15373720739413058	0.44512074143073804	0.06746179015438626	0.9887605956868691	726003	0.7418679023845633	0.12704668578980466	59603	4000	112000
17.17	59	0	0	6.0	1064.050847457627	58.32838983050848	0	1703711	0	0.3280847282343882	0.15356632350623659	0.46391832565665037	0.0772538222777489	1.022823199675024	707985	0.7731972094277506	0.1454874242518812	58966	8000	118000
18.18	59	0	0	5.0	922.5254237288135	49.436440677966104	0	1720372	0	0.3449806314561813	0.1530547531031323	0.4964595134955015	0.09698579640119959	1.0914806944560147	703359	0.8274325224925025	0.18264745084971676	58966	12000	114000
19.19	57	0	2	5.0	960.9649122807018	49.47587719298246	0	1739350	0	0.3380619127163193	0.15326423653164478	0.3880726214634921	0.036089578068485784	0.915488348779942	710165	0.6467877024391535	0.06796530709696005	61684	10000	131000
20.20	59	0	0	4.0	779.9152542372881	40.605932203389834	0	1725932	0	0.41639466429683714	0.150892494886568	0.6386982940614448	0.1673665899859424	1.3733520432307926	735153	1.0644971567690749	0.31519131824094615	59542	5000	117000
21.21	0	0	0	0.0	0.0	0.0	0	0	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	0
Avg	58.78947368421053	0.0	0.21052631578947367	4.7894736842105265	946.3576691043182	50.085687067494945	0.0	1701361	0.0	0.335880415282406	0.1533302874261716	0.46534617234248354	0.06871933539575044	1.0232762104468114	718666	0.7755769539041393	0.1294149442481176	59151	9105	113526
