1.1	59	0	0	2.0	569.9491525423729	25.139830508474578	0	1725932	0	0.2934566229732385	0.15461478558219918	0.3825803798745408	0.027588688529004163	0.8582404769589826	734450	0.637633966457568	0.051956098924678285	59016	4000	116000
2.2	59	0	0	1.0	393.135593220339	16.0	0	1717033	0	0.3080067666305883	0.1541742395659072	0.4002127879676372	0.02090571477641026	0.8832995089405429	729250	0.6670213132793953	0.039370460972524036	58728	5000	105000
3.3	59	0	0	1.0	425.79661016949154	16.0	0	1721491	0	0.3262709485152385	0.15362124072551084	0.3809100532039956	0.014556744149594198	0.8753589865943392	738286	0.6348500886733259	0.027413830790196235	58864	1000	118000
4.4	59	0	0	1.0	423.49152542372883	16.0	0	1734813	0	0.3231441641363301	0.15371591280809446	0.3779013384430337	0.012932553381638163	0.8676939687690964	718736	0.6298355640717229	0.024355091114196165	58457	13000	111000
5.5	59	0	0	1.0	385.3728813559322	16.0	0	1703711	0	0.36095206824068354	0.15257117348937932	0.46720544719213475	0.0451419977997756	1.0258706867219731	738339	0.7786757453202245	0.08501317853065087	59271	5000	108000
6.6	59	0	0	2.0	552.2203389830509	24.139830508474578	0	1708152	0	0.32658838668167933	0.15361162940324916	0.3819137678521541	0.029705036275746468	0.8918188202128291	720965	0.6365229464202569	0.05594168790159411	59440	9000	113000
7.7	59	0	0	2.0	517.3559322033898	24.139830508474578	0	1734813	0	0.32666407252118035	0.15360933780421981	0.4239765536290953	0.05150280069329499	0.9557527646477906	719644	0.7066275893818255	0.09699209170112051	58457	13000	115000
8.8	59	0	0	3.0	664.4067796610169	32.94491525423729	0	1705932	0	0.31137621239612606	0.15407222023578399	0.41944013859761103	0.04553466323382813	0.9304232344633493	714889	0.699066897662685	0.08575266145730348	58779	6000	112000
9.9	59	0	0	4.0	837.0677966101695	41.83686440677966	0	1704813	0	0.2938627363832789	0.1546024893706174	0.3837822931085723	0.02710141153917208	0.8593489304016407	729478	0.6396371551809539	0.05103843981011692	59457	3000	114000
10.10	0	0	0	0.0	0.0	0.0	0	0	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	0	0
Avg	59.0	0.0	0.0	1.8888888888888888	529.8662900188324	23.57791902071563	0.0	1717410	0.0	0.3189246642753715	0.15384366988721795	0.4019914177631972	0.030552178930940452	0.9053119308567271	727115	0.6699856962719952	0.05753706013359784	58941	6556	112444
